year,state,abbrev,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white_nh,race_black,race_natamer,race_asian,race_hispanic,percent_male,percent_female,percent_under18,percent_age_18to29,percent_age_30to59,percent_age_60over,percent_race_white,percent_race_black,percent_race_natamer,percent_race_asian,percent_race_hispanic
1993,Kentucky,KY,Kentucky_1993,KY_1993,3792238,1842275,1949963,966311,695795,1489469,640662,3433178,272833,6623,33500,33371,0.485801524,0.514198476,0.254812857,0.183478727,0.392767806,0.168940346,0.905317124,0.071945115,0.001746462,0.008833834,0.008799817
1994,Kentucky,KY,Kentucky_1994,KY_1994,3827885,1861288,1966597,970384,693966,1518267,645268,3454289,276142,6908,36404,37166,0.486244493,0.513755507,0.253503958,0.18129228,0.396633389,0.168570372,0.902401457,0.072139576,0.001804652,0.009510213,0.009709278
1995,Kentucky,KY,Kentucky_1995,KY_1995,3863533,1880302,1983231,974456,692137,1547065,649875,3475399,279451,7193,39308,40962,0.48667942,0.51332058,0.252218889,0.179146134,0.400427536,0.168207441,0.899539101,0.072330429,0.001861767,0.010174107,0.010602213
1996,Kentucky,KY,Kentucky_1996,KY_1996,3899180,1899315,1999865,978528,690308,1575863,654481,3496509,282759,7477,42211,44757,0.487106263,0.512893737,0.250957381,0.177039275,0.404152412,0.167850933,0.896729312,0.072517555,0.001917583,0.010825609,0.011478567
1997,Kentucky,KY,Kentucky_1997,KY_1997,3934827,1918328,2016499,982601,688479,1604661,659087,3517619,286068,7762,45115,48553,0.487525373,0.512474627,0.249718984,0.17497059,0.407809797,0.167500884,0.893970434,0.072701544,0.001972641,0.011465561,0.012339297
1998,Kentucky,KY,Kentucky_1998,KY_1998,3970474,1937341,2033133,986673,686650,1633458,663693,3538730,289377,8047,48019,52348,0.487936957,0.512063043,0.248502572,0.17293905,0.411401258,0.16715712,0.891261346,0.07288223,0.00202671,0.012094022,0.01318432
1999,Kentucky,KY,Kentucky_1999,KY_1999,4006122,1956355,2049767,990746,684821,1662256,668299,3559839,292685,8331,50923,56144,0.488341344,0.511658656,0.247307995,0.170943621,0.414928951,0.166819433,0.888599748,0.073059433,0.002079567,0.012711295,0.014014551
2000,Kentucky,KY,Kentucky_2000,KY_2000,4041769,1975368,2066401,994818,682992,1691054,672905,3580950,295994,8616,53827,59939,0.488738471,0.511261529,0.246134304,0.168983433,0.41839452,0.166487743,0.885985815,0.073233775,0.00213174,0.013317683,0.014829893
2001,Kentucky,KY,Kentucky_2001,KY_2001,4071528,1991326,2080202,997673,684503,1742537,688534,3590525,300147,8766,59143,67229,0.48908567,0.51091433,0.245036507,0.168119438,0.427981092,0.169109484,0.881861797,0.073718516,0.002153,0.014525996,0.016511983
2002,Kentucky,KY,Kentucky_2002,KY_2002,4101289,2007285,2094004,1000529,686013,1794020,704163,3600101,304299,8917,64458,74518,0.489427836,0.510572164,0.243954766,0.167267657,0.43742833,0.171693095,0.877797444,0.074195942,0.002174195,0.015716522,0.01816941
2003,Kentucky,KY,Kentucky_2003,KY_2003,4131048,2023243,2107805,1003384,687524,1845503,719791,3609675,308452,9067,69774,81808,0.489765067,0.510234933,0.242888487,0.16642847,0.446739665,0.174239321,0.87379159,0.074666767,0.002194843,0.016890145,0.019803207
2004,Kentucky,KY,Kentucky_2004,KY_2004,4160809,2039202,2121607,1006239,689034,1896986,735420,3619250,312604,9218,75089,89098,0.490097479,0.509902521,0.241837345,0.165600968,0.455917587,0.176749281,0.86984286,0.075130582,0.002215435,0.018046731,0.021413624
2005,Kentucky,KY,Kentucky_2005,KY_2005,4190568,2055160,2135408,1009095,690545,1948469,751049,3628825,316757,9368,80405,96388,0.490425164,0.509574836,0.240801486,0.164785537,0.46496537,0.179223676,0.86595063,0.075588083,0.002235496,0.019187136,0.023001178
2006,Kentucky,KY,Kentucky_2006,KY_2006,4220327,2071118,2149209,1011950,692055,1999951,766678,3638401,320910,9518,85720,103677,0.490748229,0.509251771,0.239779998,0.163981369,0.473885317,0.181663174,0.862113528,0.076039132,0.002255275,0.020311222,0.024566106
2007,Kentucky,KY,Kentucky_2007,KY_2007,4250088,2087077,2163011,1014805,693566,2051434,782307,3647976,325062,9669,91036,110967,0.491066773,0.508933227,0.238772703,0.163188621,0.482680359,0.184068424,0.858329522,0.076483593,0.002275012,0.021419792,0.026109342
2008,Kentucky,KY,Kentucky_2008,KY_2008,4279847,2103035,2176812,1017660,695076,2102917,797935,3657550,329215,9819,96351,118257,0.491380883,0.508619117,0.237779528,0.16240674,0.491353312,0.186440076,0.854598307,0.076922142,0.002294241,0.022512721,0.027631128
2009,Kentucky,KY,Kentucky_2009,KY_2009,4309608,2118994,2190614,1020516,696587,2154400,813564,3667126,333367,9970,101667,125546,0.49169066,0.50830934,0.236800192,0.161635815,0.499906256,0.188779119,0.850918691,0.077354367,0.002313435,0.023590777,0.029131652
2010,Kentucky,KY,Kentucky_2010,KY_2010,4339367,2134952,2204415,1023371,698097,2205883,829193,3676701,337520,10120,106982,132836,0.491996183,0.508003817,0.235834167,0.160875307,0.508342115,0.191086165,0.847289708,0.07778093,0.002332137,0.024653826,0.030611838
2011,Kentucky,KY,Kentucky_2011,KY_2011,4369126,2150910,2218216,1026226,699608,2257366,844822,3686276,341673,10270,112298,140126,0.492297544,0.507702456,0.234881301,0.160125389,0.516663058,0.193361784,0.843710161,0.078201682,0.002350585,0.025702623,0.032071861
2012,Kentucky,KY,Kentucky_2012,KY_2012,4398887,2166869,2232018,1029082,701118,2308849,860451,3695852,345825,10421,117613,147415,0.492594831,0.507405169,0.233941449,0.159385317,0.524871178,0.195606525,0.840178891,0.078616477,0.002369008,0.026736991,0.033511886
2013,Kentucky,KY,Kentucky_2013,KY_2013,4428646,2182827,2245819,1031937,702629,2360332,876079,3705426,349978,10571,122929,154705,0.49288812,0.50711188,0.233014109,0.15865549,0.532969219,0.197820959,0.836695008,0.07902596,0.00238696,0.027757694,0.034932799
2014,Kentucky,KY,Kentucky_2014,KY_2014,4458407,2198786,2259621,1034792,704139,2411815,891708,3715001,354130,10722,128244,161995,0.493177496,0.506822504,0.232099043,0.15793511,0.540958912,0.200005966,0.833257484,0.079429716,0.002404895,0.028764534,0.036334727
2015,Kentucky,KY,Kentucky_2015,KY_2015,4488166,2214744,2273422,1037648,705650,2463298,907337,3724576,358283,10872,133560,169285,0.493463031,0.506536969,0.23119644,0.157224577,0.54884289,0.202162086,0.829865919,0.079828375,0.00242237,0.029758258,0.037718079
2016,Kentucky,KY,Kentucky_2016,KY_2016,4517925,2230702,2287223,1040503,707160,2514780,922966,3734152,362436,11022,138875,176574,0.493744805,0.506255195,0.230305505,0.156523183,0.556622786,0.204289801,0.826519254,0.080221783,0.002439616,0.030738669,0.039082986
2017,Kentucky,KY,Kentucky_2017,KY_2017,4547686,2246661,2301025,1043358,708671,2566263,938595,3743727,366588,11173,144191,183864,0.494022894,0.505977106,0.22942613,0.155831119,0.564300833,0.206389579,0.823215807,0.080609787,0.002456854,0.031706455,0.040430232
2018,Kentucky,KY,Kentucky_2018,KY_2018,4577445,2262619,2314826,1046213,710181,2617746,954223,3753301,370741,11323,149506,191154,0.494297365,0.505702635,0.22855829,0.155147905,0.571879291,0.208461926,0.819955455,0.080992999,0.002473651,0.032661452,0.041759977
1970,Louisiana,LA,Louisiana_1970,LA_1970,3641306,1771484,1869822,1387757,677579,1127139,448831,2470975,1086832,5294,7682,70523,0.486496878,0.513503122,0.381115182,0.186081313,0.30954251,0.123260995,0.678595812,0.29847313,0.001453874,0.002109683,0.019367502
1971,Louisiana,LA,Louisiana_1971,LA_1971,3697765,1798325,1899440,1382028,706220,1148968,460549,2505495,1101996,6058,9426,73384,0.486327552,0.513672448,0.373746844,0.190985636,0.310719583,0.124547936,0.6775701,0.298016775,0.001638287,0.002549107,0.019845501
1972,Louisiana,LA,Louisiana_1972,LA_1972,3754225,1825166,1929059,1376299,734861,1170797,472267,2540015,1117160,6822,11170,76245,0.486163189,0.513836811,0.366600031,0.195742397,0.31186117,0.125796136,0.676575059,0.297574067,0.001817153,0.002975314,0.020309118
1973,Louisiana,LA,Louisiana_1973,LA_1973,3810684,1852007,1958677,1370570,763503,1192626,483985,2574536,1132324,7585,12914,79106,0.486003825,0.513996175,0.359665089,0.200358518,0.31296901,0.127007382,0.675609943,0.297144555,0.001990456,0.003388893,0.020759003
1974,Louisiana,LA,Louisiana_1974,LA_1974,3867144,1878848,1988296,1364841,792144,1214455,495703,2609056,1147488,8349,14658,81967,0.485848988,0.514151012,0.352932552,0.20483954,0.314044421,0.128183228,0.674672575,0.296727507,0.002158958,0.003790394,0.021195745
1975,Louisiana,LA,Louisiana_1975,LA_1975,3923603,1905689,2017914,1359113,820785,1236285,507421,2643575,1162652,9113,16403,84829,0.485698731,0.514301269,0.346394118,0.209191654,0.315089218,0.129325266,0.673762101,0.296322538,0.00232261,0.004180596,0.021620179
1976,Louisiana,LA,Louisiana_1976,LA_1976,3980062,1932530,2047532,1353384,849426,1258114,519139,2678095,1177816,9877,18147,87690,0.485552738,0.514447262,0.340040934,0.213420293,0.316104121,0.130434903,0.672877709,0.295929058,0.00248162,0.004559477,0.02203232
1977,Louisiana,LA,Louisiana_1977,LA_1977,4036522,1959371,2077151,1347655,878067,1279943,530857,2712615,1192980,10641,19891,90551,0.485410708,0.514589292,0.333865392,0.217530587,0.317090555,0.131513466,0.672017891,0.295546513,0.00263618,0.004927757,0.022432926
1978,Louisiana,LA,Louisiana_1978,LA_1978,4092981,1986212,2106769,1341926,906709,1301772,542575,2747136,1208144,11404,21635,93412,0.485272714,0.514727286,0.327860305,0.221527781,0.318049852,0.132562306,0.671182202,0.295174593,0.002786233,0.005285878,0.022822486
1979,Louisiana,LA,Louisiana_1979,LA_1979,4149441,2013053,2136388,1336197,935350,1323601,554293,2781656,1223308,12168,23379,96273,0.48513836,0.51486164,0.322018556,0.225415905,0.318982967,0.133582572,0.670368852,0.294812723,0.002932443,0.005634253,0.023201438
1980,Louisiana,LA,Louisiana_1980,LA_1980,4205900,2039894,2166006,1330468,963991,1345430,566011,2816176,1238472,12932,25123,99134,0.485007727,0.514992273,0.316333722,0.229199696,0.319891105,0.134575477,0.669577498,0.294460639,0.003074728,0.005973276,0.023570223
1981,Louisiana,LA,Louisiana_1981,LA_1981,4207307,2039043,2168264,1320148,948581,1365172,573407,2809168,1244553,13493,28912,98525,0.484643265,0.515356735,0.313775058,0.225460372,0.324476441,0.136288367,0.667687906,0.295807508,0.00320704,0.006871854,0.023417592
1982,Louisiana,LA,Louisiana_1982,LA_1982,4208714,2038192,2170522,1309828,933170,1384914,580802,2802160,1250634,14054,32701,97916,0.484279046,0.515720954,0.311218106,0.22172331,0.32905871,0.137999874,0.665799577,0.297153477,0.003339262,0.007769832,0.023265064
1983,Louisiana,LA,Louisiana_1983,LA_1983,4210122,2037342,2172780,1299508,917760,1404656,588198,2795151,1256715,14615,36490,97307,0.483915193,0.516084807,0.308662789,0.217988932,0.333637838,0.139710441,0.663912115,0.298498476,0.003471396,0.008667207,0.023112632
1984,Louisiana,LA,Louisiana_1984,LA_1984,4211529,2036491,2175038,1289188,902349,1424398,595594,2788143,1262796,15176,40279,96698,0.483551461,0.516448539,0.306109254,0.214256865,0.338213984,0.141419898,0.662026309,0.299842646,0.003603442,0.009563985,0.022960307
1985,Louisiana,LA,Louisiana_1985,LA_1985,4212937,2035640,2177297,1278869,886939,1444140,602990,2781135,1268877,15737,44068,96089,0.483187857,0.516812143,0.303557589,0.210527478,0.342786992,0.143128179,0.660141607,0.301185847,0.003735399,0.010460161,0.022808079
1986,Louisiana,LA,Louisiana_1986,LA_1986,4214344,2034789,2179555,1268549,871528,1463882,610385,2774127,1274957,16297,47857,95480,0.48282461,0.51717539,0.301007464,0.206800394,0.347357026,0.144835116,0.65825832,0.302527985,0.003867031,0.011355741,0.022655958
1987,Louisiana,LA,Louisiana_1987,LA_1987,4215751,2033938,2181813,1258229,856118,1483624,617781,2767119,1281038,16858,51646,94871,0.482461606,0.517538394,0.298459041,0.203076036,0.351924011,0.14654115,0.65637629,0.303869465,0.003998813,0.012250724,0.022503938
1988,Louisiana,LA,Louisiana_1988,LA_1988,4217159,2033088,2184071,1247909,840707,1503366,625177,2760110,1287119,17419,55435,94262,0.482098968,0.517901032,0.295912248,0.199353878,0.356487863,0.148246011,0.654495123,0.305209977,0.004130506,0.013145106,0.022352015
1989,Louisiana,LA,Louisiana_1989,LA_1989,4218566,2032237,2186329,1237589,825297,1523108,632572,2753102,1293200,17980,59224,93653,0.481736448,0.518263552,0.293367225,0.195634488,0.361048754,0.149949533,0.652615604,0.306549666,0.004262112,0.014038894,0.022200198
1990,Louisiana,LA,Louisiana_1990,LA_1990,4219973,2031386,2188587,1227269,809886,1542850,639968,2746094,1299281,18541,63013,93044,0.48137417,0.51862583,0.290823899,0.191917342,0.365606605,0.151652155,0.650737339,0.307888463,0.00439363,0.014932086,0.022048482
1991,Louisiana,LA,Louisiana_1991,LA_1991,4244874,2044538,2200336,1226522,805894,1567765,644693,2746327,1314547,19235,65425,94513,0.48164869,0.51835131,0.28894191,0.1898511,0.369331339,0.15187565,0.646974916,0.309678685,0.004531348,0.015412707,0.022265207
1992,Louisiana,LA,Louisiana_1992,LA_1992,4269773,2057689,2212084,1225775,801901,1592680,649418,2746560,1329814,19928,67836,95983,0.481919999,0.518080001,0.287082006,0.187808813,0.373012804,0.15209661,0.643256679,0.311448407,0.004667227,0.015887496,0.022479649
1993,Louisiana,LA,Louisiana_1993,LA_1993,4294674,2070841,2223833,1225028,797909,1617595,654142,2746793,1345080,20622,70248,97452,0.482188171,0.517811829,0.285243537,0.185790353,0.376651406,0.152314704,0.639581258,0.31319723,0.004801761,0.016357004,0.022691361
1994,Louisiana,LA,Louisiana_1994,LA_1994,4319574,2083993,2235581,1224281,793916,1642510,658867,2747025,1360346,21315,72659,98922,0.482453362,0.517546638,0.283426329,0.183794976,0.380248145,0.15253055,0.635948128,0.314925963,0.004934514,0.016820872,0.022900869
1995,Louisiana,LA,Louisiana_1995,LA_1995,4344475,2097145,2247330,1223534,789924,1667425,663592,2747259,1375613,22009,75071,100391,0.482715403,0.517284597,0.281629886,0.18182266,0.383803567,0.152743887,0.632356959,0.316635036,0.005065975,0.017279648,0.02310774
1996,Louisiana,LA,Louisiana_1996,LA_1996,4369375,2110296,2259079,1222787,785932,1692339,668317,2747492,1390879,22703,77483,101860,0.482974338,0.517025662,0.279853984,0.179872865,0.387318324,0.152954828,0.628806637,0.318324474,0.005195938,0.0177332,0.023312259
1997,Louisiana,LA,Louisiana_1997,LA_1997,4394275,2123448,2270827,1222040,781939,1717254,673042,2747724,1406145,23396,79894,103330,0.483230567,0.516769433,0.278098207,0.17794494,0.390793476,0.153163377,0.625296323,0.319994766,0.0053242,0.018181384,0.023514687
1998,Louisiana,LA,Louisiana_1998,LA_1998,4419176,2136600,2282576,1221293,777947,1742169,677766,2747957,1421411,24090,82306,104799,0.483483799,0.516516201,0.276362154,0.176038927,0.394229377,0.153369316,0.621825653,0.321646162,0.005451242,0.018624739,0.023714602
1999,Louisiana,LA,Louisiana_1999,LA_1999,4444075,2149751,2294324,1220546,773954,1767084,682491,2748190,1436678,24783,84717,106269,0.483734185,0.516265815,0.27464568,0.174154127,0.397626953,0.153573241,0.618394154,0.323279423,0.005576639,0.01906291,0.023912513
2000,Louisiana,LA,Louisiana_2000,LA_2000,4468976,2162903,2306073,1219799,769962,1791999,687216,2748423,1451944,25477,87129,107738,0.483981789,0.516018211,0.27294821,0.172290475,0.40098649,0.153774824,0.615000618,0.324894114,0.005700859,0.019496413,0.024107984
2001,Louisiana,LA,Louisiana_2001,LA_2001,4475416,2168542,2306874,1209621,773711,1844699,698580,2737944,1451989,25987,92548,116220,0.484545347,0.515454653,0.270281243,0.172880242,0.412184923,0.156092752,0.61177419,0.324436656,0.005806611,0.020679195,0.025968536
2002,Louisiana,LA,Louisiana_2002,LA_2002,4481855,2174181,2307674,1199442,777461,1897399,709943,2727465,1452034,26497,97968,124702,0.485107394,0.514892606,0.267621777,0.173468575,0.423351269,0.158403831,0.608557171,0.323980584,0.005912061,0.021858806,0.027823747
2003,Louisiana,LA,Louisiana_2003,LA_2003,4488295,2179820,2308475,1189264,781210,1950098,721307,2716985,1452080,27008,103387,133185,0.48566772,0.51433228,0.264970106,0.174054959,0.434485256,0.160708465,0.605349025,0.323525971,0.00601743,0.023034805,0.029673852
2004,Louisiana,LA,Louisiana_2004,LA_2004,4494735,2185459,2309276,1179085,784960,2002798,732670,2706506,1452125,27518,108806,141667,0.48622644,0.51377356,0.26232581,0.174639884,0.44558756,0.163006273,0.602150294,0.323072439,0.006122274,0.024207434,0.031518432
2005,Louisiana,LA,Louisiana_2005,LA_2005,4501175,2191098,2310077,1168907,788709,2055498,744034,2696028,1452170,28028,114226,150149,0.486783562,0.513216438,0.259689303,0.175222914,0.456658095,0.165297728,0.598960938,0.322620205,0.006226819,0.025376929,0.033357734
2006,Louisiana,LA,Louisiana_2006,LA_2006,4507613,2196736,2310877,1158729,792458,2108198,755398,2685549,1452215,28538,119645,158631,0.487339086,0.512660914,0.257060444,0.175804356,0.467697205,0.16758271,0.595780738,0.322169405,0.006331067,0.026542873,0.035191797
2007,Louisiana,LA,Louisiana_2007,LA_2007,4514053,2202375,2311678,1148550,796208,2160898,766761,2675070,1452260,29048,125064,167113,0.487893031,0.512106969,0.254438749,0.176384283,0.478704614,0.169860877,0.592609347,0.321719749,0.006435015,0.027705479,0.037020611
2008,Louisiana,LA,Louisiana_2008,LA_2008,4520493,2208014,2312479,1138372,799957,2213597,778125,2664590,1452306,29559,130483,175596,0.488445397,0.511554603,0.251824746,0.176962336,0.48968044,0.172132774,0.589446771,0.321271596,0.006538889,0.028864772,0.038844436
2009,Louisiana,LA,Louisiana_2009,LA_2009,4526932,2213653,2313279,1128193,803707,2266297,789488,2654111,1452351,30069,135903,184078,0.4889963,0.5110037,0.249218013,0.177539004,0.500625368,0.174398025,0.586293543,0.320824567,0.006642247,0.030020994,0.04066286
2010,Louisiana,LA,Louisiana_2010,LA_2010,4533372,2219292,2314080,1118015,807456,2318997,800852,2643632,1452396,30579,141322,192560,0.48954553,0.51045447,0.246618852,0.178113775,0.511539093,0.176657023,0.583149144,0.320378738,0.00674531,0.031173705,0.042476108
2011,Louisiana,LA,Louisiana_2011,LA_2011,4539812,2224931,2314881,1107837,811205,2371697,812216,2633153,1452441,31089,146741,201042,0.490093202,0.509906798,0.244027065,0.178686915,0.522421854,0.178909611,0.580013666,0.319934173,0.006848081,0.032323145,0.044284213
2012,Louisiana,LA,Louisiana_2012,LA_2012,4546251,2230570,2315681,1097658,814955,2424397,823579,2622674,1452486,31599,152161,209524,0.49063943,0.50936057,0.241442454,0.17925869,0.5332739,0.181155638,0.576887198,0.319490939,0.006950562,0.033469555,0.046087205
2013,Louisiana,LA,Louisiana_2013,LA_2013,4552691,2236209,2316482,1087480,818704,2477096,834943,2612194,1452532,32110,157580,218007,0.491184005,0.508815995,0.238865322,0.179828589,0.54409491,0.183395491,0.573769228,0.319049107,0.007052972,0.034612496,0.047885306
2014,Louisiana,LA,Louisiana_2014,LA_2014,4559131,2241848,2317283,1077301,822454,2529796,846306,2601715,1452577,32620,162999,226489,0.491727042,0.508272958,0.23629525,0.180397098,0.554885569,0.185628796,0.570660286,0.318608305,0.007154872,0.035752208,0.049678108
2015,Louisiana,LA,Louisiana_2015,LA_2015,4565571,2247487,2318084,1067123,826203,2582496,857670,2591237,1452622,33130,168419,234971,0.492268546,0.507731454,0.233732648,0.180963783,0.565645787,0.187856021,0.567560334,0.318168746,0.007256486,0.036888924,0.051465852
2016,Louisiana,LA,Louisiana_2016,LA_2016,4572009,2253125,2318884,1056945,829952,2635196,869034,2580758,1452667,33640,173838,243453,0.492808522,0.507191478,0.231177366,0.181528951,0.576375943,0.190077054,0.564469143,0.317730564,0.007357816,0.038022235,0.053248583
