year,state,abbrev,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white_nh,race_black,race_natamer,race_asian,race_hispanic,percent_male,percent_female,percent_under18,percent_age_18to29,percent_age_30to59,percent_age_60over,percent_race_white,percent_race_black,percent_race_natamer,percent_race_asian,percent_race_hispanic
1974,Tennessee,TN,Tennessee_1974,TN_1974,4190660,2025244,2165416,1314860,835931,1419017,620852,3468164,662680,4180,9833,43381,0.483275665,0.516724335,0.313759646,0.199474784,0.338614204,0.148151365,0.827593744,0.158132609,0.000997456,0.002346408,0.01035183
1975,Tennessee,TN,Tennessee_1975,TN_1975,4257404,2057137,2200267,1312144,861451,1446873,636937,3524118,673035,4656,10736,41831,0.483190461,0.516809539,0.308202839,0.20234185,0.33984865,0.149606897,0.827762176,0.158085772,0.001093624,0.002521725,0.009825471
1976,Tennessee,TN,Tennessee_1976,TN_1976,4324147,2089030,2235117,1309427,886971,1474728,653021,3580073,683389,5131,11639,40280,0.483107998,0.516892002,0.302817411,0.205120455,0.341044835,0.151017299,0.827925831,0.158040187,0.001186592,0.002691629,0.009315132
1977,Tennessee,TN,Tennessee_1977,TN_1977,4390890,2120922,2269968,1306710,912490,1502584,669106,3636028,693744,5607,12542,38729,0.483027814,0.516972186,0.297595704,0.207814361,0.342204883,0.152385052,0.828084511,0.157996215,0.001276962,0.002856369,0.008820308
1978,Tennessee,TN,Tennessee_1978,TN_1978,4457634,2152815,2304819,1303993,938010,1530439,685191,3691982,704099,6083,13446,37178,0.482950148,0.517049852,0.292530297,0.210427774,0.343329892,0.153711812,0.828238029,0.157953524,0.001364625,0.003016398,0.008340299
1979,Tennessee,TN,Tennessee_1979,TN_1979,4524376,2184707,2339669,1301277,963529,1558295,701276,3747936,714453,6559,14349,35628,0.482874765,0.517125235,0.28761469,0.212963953,0.344422082,0.154999496,0.828387384,0.157911942,0.001449703,0.003171487,0.007874677
1980,Tennessee,TN,Tennessee_1980,TN_1980,4591120,2216600,2374520,1298560,989049,1586150,717361,3803891,724808,7035,15252,34077,0.482801582,0.517198418,0.28284166,0.215426519,0.345482148,0.156249673,0.828532254,0.157871718,0.001532306,0.003322065,0.007422372
1981,Tennessee,TN,Tennessee_1981,TN_1981,4619727,2229833,2389894,1290364,983207,1617284,728870,3825035,730131,7335,17831,33943,0.482676357,0.517323643,0.279316072,0.212827944,0.350082159,0.157773392,0.82797858,0.158046352,0.001587756,0.003859752,0.007347404
1982,Tennessee,TN,Tennessee_1982,TN_1982,4648333,2243066,2405267,1282169,977366,1648419,740380,3846178,735453,7636,20410,33810,0.482552778,0.517447222,0.275834154,0.210261614,0.354625841,0.159278606,0.827431684,0.158218656,0.001642739,0.004390821,0.007273575
1983,Tennessee,TN,Tennessee_1983,TN_1983,4676939,2256298,2420641,1273973,971524,1679553,751889,3867322,740776,7936,22989,33676,0.482430496,0.517569504,0.272394615,0.207726464,0.359113728,0.160765193,0.826891691,0.158389066,0.001696836,0.004915394,0.007200436
1984,Tennessee,TN,Tennessee_1984,TN_1984,4705546,2269531,2436015,1265778,965682,1710688,763399,3888465,746099,8237,25568,33543,0.482309811,0.517690189,0.268997052,0.205222093,0.363547185,0.162233883,0.826357876,0.15855737,0.001750488,0.005433588,0.007128397
1985,Tennessee,TN,Tennessee_1985,TN_1985,4734153,2282764,2451389,1257582,959841,1741822,774908,3909609,751422,8537,28148,33409,0.482190584,0.517809416,0.265640337,0.2027482,0.36792685,0.163684613,0.825830724,0.158723641,0.001803279,0.005945731,0.007057017
1986,Tennessee,TN,Tennessee_1986,TN_1986,4762759,2295997,2466762,1249386,953999,1772956,786417,3930753,756744,8837,30727,33275,0.482072891,0.517927109,0.262324002,0.200303857,0.372253981,0.165117949,0.825310078,0.158887737,0.001855437,0.006451513,0.006986497
1987,Tennessee,TN,Tennessee_1987,TN_1987,4791366,2309230,2482136,1241191,948157,1804091,797927,3951896,762067,9138,33306,33142,0.481956503,0.518043497,0.25904742,0.197888661,0.376529574,0.166534345,0.824795267,0.15905005,0.001907181,0.006951254,0.006917025
1988,Tennessee,TN,Tennessee_1988,TN_1988,4819972,2322462,2497510,1232995,942315,1835225,809436,3973040,767390,9438,35885,33008,0.481841388,0.518158612,0.255809577,0.195502173,0.380754287,0.167933756,0.824286946,0.159210468,0.001958103,0.007445064,0.006848173
1989,Tennessee,TN,Tennessee_1989,TN_1989,4848578,2335695,2512883,1224800,936474,1866360,820946,3994183,772712,9739,38464,32875,0.481727839,0.518272161,0.252610147,0.193144052,0.384929355,0.169316859,0.823784417,0.159368788,0.00200863,0.007933048,0.006780338
1990,Tennessee,TN,Tennessee_1990,TN_1990,4877185,2348928,2528257,1216604,930632,1897494,832455,4015327,778035,10039,41043,32741,0.481615522,0.518384478,0.249447991,0.190813348,0.389055162,0.170683499,0.823287819,0.159525423,0.002058359,0.008415305,0.006713094
1991,Tennessee,TN,Tennessee_1991,TN_1991,4958395,2391063,2567332,1234796,932837,1947290,843472,4057741,793512,10550,48429,41851,0.482225196,0.517774804,0.24903139,0.188132853,0.392725872,0.170109884,0.818357755,0.160034043,0.002127705,0.009767072,0.008440433
1992,Tennessee,TN,Tennessee_1992,TN_1992,5039604,2433197,2606407,1252987,935043,1997087,854488,4100156,808990,11062,55815,50960,0.482815118,0.517184882,0.248628067,0.185538983,0.396278557,0.169554592,0.813586941,0.160526502,0.002195014,0.011075275,0.010111906
1993,Tennessee,TN,Tennessee_1993,TN_1993,5120814,2475332,2645482,1271179,937248,2046883,865505,4142571,824467,11573,63201,60070,0.48338643,0.51661357,0.248237683,0.183027152,0.399718287,0.169017074,0.808967285,0.161003114,0.002259992,0.012341983,0.011730557
1994,Tennessee,TN,Tennessee_1994,TN_1994,5202024,2517467,2684557,1289371,939453,2096679,876521,4184985,839945,12084,70587,69180,0.483939905,0.516060095,0.247859487,0.180593746,0.40305062,0.168496147,0.804491675,0.161465037,0.002322942,0.013569142,0.01329867
1995,Tennessee,TN,Tennessee_1995,TN_1995,5283235,2559602,2723633,1307563,941659,2146476,887538,4227399,855422,12596,77973,78290,0.484476273,0.515523727,0.247492871,0.178235305,0.406280622,0.167991392,0.800153504,0.16191254,0.002384145,0.014758571,0.014818572
1996,Tennessee,TN,Tennessee_1996,TN_1996,5364444,2601736,2762708,1325754,943864,2196272,898554,4269814,870899,13107,85359,87399,0.484996395,0.515003605,0.247137262,0.17594815,0.409412793,0.167501795,0.795947166,0.162346554,0.00244331,0.015911994,0.016292276
1997,Tennessee,TN,Tennessee_1997,TN_1997,5445654,2643871,2801783,1343946,946069,2246068,909571,4312228,886377,13618,92745,96509,0.485501099,0.514498901,0.246792396,0.173729179,0.41245147,0.167026954,0.791865954,0.162767778,0.00250071,0.017031012,0.017722206
1998,Tennessee,TN,Tennessee_1998,TN_1998,5526864,2686006,2840858,1362138,948274,2295864,920587,4354643,901854,14129,100131,105619,0.485990971,0.514009029,0.246457666,0.171575418,0.415400849,0.166565886,0.787904859,0.163176441,0.002556423,0.018117146,0.019110114
1999,Tennessee,TN,Tennessee_1999,TN_1999,5608073,2728140,2879933,1380329,950480,2345661,931604,4397058,917332,14641,107517,114728,0.486466563,0.513533437,0.246132495,0.169484242,0.418265062,0.16611838,0.784058624,0.163573477,0.002610701,0.019171826,0.020457651
2000,Tennessee,TN,Tennessee_2000,TN_2000,5689283,2770275,2919008,1398521,952685,2395457,942620,4439472,932809,15152,114903,123838,0.486928669,0.513071331,0.24581674,0.167452559,0.421047257,0.165683444,0.780321879,0.163958973,0.002663253,0.020196394,0.02176689
2001,Tennessee,TN,Tennessee_2001,TN_2001,5754965,2802598,2952367,1408269,959821,2477872,970777,4458714,945260,15636,127097,140460,0.486987844,0.513012156,0.24470505,0.166781379,0.43056248,0.168685127,0.774759534,0.164251216,0.002716958,0.022084756,0.024406751
2002,Tennessee,TN,Tennessee_2002,TN_2002,5820648,2834921,2985727,1418017,966957,2560286,998933,4477956,957710,16120,139290,157082,0.4870456,0.5129544,0.243618408,0.166125318,0.439862709,0.171618864,0.769322591,0.164536663,0.002769451,0.023930325,0.02698703
2003,Tennessee,TN,Tennessee_2003,TN_2003,5886330,2867244,3019086,1427765,974094,2642701,1027090,4497197,970161,16605,151484,173704,0.48710215,0.51289785,0.242556058,0.165484096,0.448955631,0.174487329,0.764006945,0.164815938,0.002820943,0.025734881,0.029509728
2004,Tennessee,TN,Tennessee_2004,TN_2004,5952012,2899567,3052445,1437513,981230,2725116,1055246,4516439,982611,17089,163677,190326,0.487157452,0.512842548,0.241517154,0.164856858,0.457847867,0.177292317,0.758808786,0.165088881,0.00287113,0.027499441,0.03197675
2005,Tennessee,TN,Tennessee_2005,TN_2005,6017695,2931890,3085805,1447261,988366,2807531,1083403,4535680,995062,17573,175871,206949,0.487211466,0.512788534,0.240500889,0.164243286,0.466545912,0.18003621,0.75372381,0.165356004,0.002920221,0.029225642,0.034390078
2006,Tennessee,TN,Tennessee_2006,TN_2006,6083376,2964212,3119164,1457009,995502,2889945,1111560,4554922,1007513,18057,188065,223571,0.487264309,0.512735691,0.239506649,0.163643017,0.47505612,0.18272091,0.74874905,0.165617414,0.002968253,0.030914578,0.036751139
2007,Tennessee,TN,Tennessee_2007,TN_2007,6149058,2996535,3152523,1466757,1002638,2972360,1139716,4574164,1019963,18541,200258,240193,0.487316106,0.512683894,0.23853361,0.163055544,0.483384609,0.185348065,0.743880445,0.165873049,0.003015259,0.032567265,0.039061755
2008,Tennessee,TN,Tennessee_2008,TN_2008,6214740,3028858,3185882,1476505,1009775,3054775,1167873,4593405,1032414,19026,212452,256815,0.487366809,0.512633191,0.237581138,0.162480651,0.491537055,0.187919849,0.739114589,0.166123442,0.003061431,0.034185179,0.041323531
2009,Tennessee,TN,Tennessee_2009,TN_2009,6280423,3061181,3219242,1486253,1016911,3137189,1196029,4612647,1044864,19510,224645,273437,0.487416373,0.512583627,0.236648551,0.161917597,0.499518743,0.19043765,0.73444846,0.166368412,0.003106479,0.035769088,0.043537991
2010,Tennessee,TN,Tennessee_2010,TN_2010,6346105,3093504,3252601,1496001,1024047,3219604,1224186,4631889,1057315,19994,236839,290059,0.487464988,0.512535012,0.235735305,0.161366224,0.507335444,0.192903521,0.729879036,0.166608495,0.003150594,0.037320372,0.045706618
2011,Tennessee,TN,Tennessee_2011,TN_2011,6411787,3125827,3285960,1505749,1031183,3302019,1252343,4651131,1069766,20478,249033,306681,0.487512608,0.512487392,0.234840771,0.160826147,0.514991998,0.195318871,0.72540323,0.166843658,0.003193805,0.038839874,0.047830815
2012,Tennessee,TN,Tennessee_2012,TN_2012,6477470,3158150,3319320,1515497,1038319,3384433,1280499,4670373,1082216,20962,261226,323303,0.487559186,0.512440814,0.233964341,0.160296999,0.522493041,0.197685053,0.721018083,0.167073873,0.00323614,0.0403284,0.049911925
2013,Tennessee,TN,Tennessee_2013,TN_2013,6543152,3190473,3352679,1525245,1045456,3466848,1308656,4689614,1094667,21447,273420,339925,0.487604904,0.512395096,0.233105543,0.159778651,0.529843721,0.200003912,0.716720932,0.167299644,0.003277778,0.0417872,0.051951261
2014,Tennessee,TN,Tennessee_2014,TN_2014,6608834,3222796,3386038,1534993,1052592,3549263,1336812,4708856,1107117,21931,285613,356547,0.487649712,0.512350288,0.232263815,0.159270455,0.53704829,0.202276529,0.712509347,0.167520776,0.003318437,0.043216852,0.053950061
2015,Tennessee,TN,Tennessee_2015,TN_2015,6674517,3255119,3419398,1544741,1059728,3631678,1364969,4728097,1119568,22415,297807,373170,0.487693566,0.512306434,0.231438619,0.158772238,0.544110982,0.204504536,0.708380397,0.16773768,0.003358295,0.044618509,0.055909664
2016,Tennessee,TN,Tennessee_2016,TN_2016,6740198,3287441,3452757,1554489,1066864,3714092,1393126,4747339,1132019,22899,310001,389792,0.487736562,0.512263438,0.230629575,0.158283777,0.551036038,0.20668918,0.704332276,0.167950407,0.003397378,0.045992863,0.057830942
2017,Tennessee,TN,Tennessee_2017,TN_2017,6805880,3319764,3486116,1564237,1074000,3796507,1421282,4766581,1144469,23383,322194,406414,0.487778803,0.512221197,0.229836112,0.157804722,0.557827496,0.208831481,0.700362187,0.168158857,0.003435706,0.047340535,0.059715129
2018,Tennessee,TN,Tennessee_2018,TN_2018,6871562,3352087,3519475,1573985,1081137,3878922,1449439,4785822,1156920,23868,334388,423036,0.487820237,0.512179763,0.229057818,0.15733497,0.564489122,0.210932973,0.696467848,0.168363467,0.003473446,0.048662589,0.061563295
1970,Texas,TX,Texas_1970,TX_1970,11196730,5481169,5715561,3999836,2142532,3616014,1438348,7876480,1399005,17957,62640,1840648,0.489533015,0.510466985,0.357232513,0.191353368,0.322952684,0.128461435,0.703462529,0.124947641,0.001603772,0.005594491,0.164391568
1971,Texas,TX,Texas_1971,TX_1971,11499976,5632924,5867052,4030463,2257039,3727690,1484784,7920555,1429579,21243,69819,1955166,0.4898205,0.5101795,0.350475775,0.19626467,0.324147633,0.129111922,0.68874535,0.124311477,0.001847221,0.00607123,0.17001479
1972,Texas,TX,Texas_1972,TX_1972,11803222,5784680,6018542,4061090,2371545,3839366,1531220,7964630,1460152,24528,76998,2069683,0.490093298,0.509906702,0.344066222,0.200923527,0.325281182,0.129728984,0.674784394,0.123707916,0.002078077,0.006523473,0.175348985
1973,Texas,TX,Texas_1973,TX_1973,12106468,5936435,6170033,4091717,2486052,3951043,1577657,8008705,1490726,27814,84176,2184201,0.490352347,0.509647653,0.337977765,0.205349075,0.326358026,0.130315217,0.661522832,0.123134675,0.00229745,0.006952978,0.180416039
1974,Texas,TX,Texas_1974,TX_1974,12409715,6088191,6321524,4122344,2600559,4062719,1624093,8052780,1521299,31099,91355,2298718,0.490598777,0.509401223,0.332186839,0.209558318,0.327382136,0.130872707,0.648909342,0.122589358,0.00250602,0.007361571,0.185235358
1975,Texas,TX,Texas_1975,TX_1975,12712961,6239946,6473015,4152971,2715066,4174395,1670529,8096855,1551873,34385,98534,2413236,0.49083341,0.50916659,0.326672205,0.213566769,0.328357414,0.131403612,0.636897651,0.122070146,0.00270472,0.007750673,0.189824857
1976,Texas,TX,Texas_1976,TX_1976,13016206,6391701,6624505,4183598,2829572,4286071,1716965,8140930,1582447,37670,105713,2527754,0.491057148,0.508942852,0.32141455,0.217388385,0.329287275,0.13190979,0.625445694,0.121575135,0.002894084,0.008121645,0.194200522
1977,Texas,TX,Texas_1977,TX_1977,13319453,6543457,6775996,4214225,2944079,4397747,1763401,8185005,1613020,40956,112892,2642271,0.4912707,0.5087293,0.316396251,0.221036029,0.330174745,0.132392899,0.614515101,0.121102571,0.003074901,0.008475723,0.19837684
1978,Texas,TX,Texas_1978,TX_1978,13622699,6695212,6927487,4244852,3058586,4509424,1809838,8229080,1643594,44241,120070,2756789,0.491474707,0.508525293,0.311601394,0.224521293,0.331022802,0.132854583,0.60407119,0.120651128,0.003247594,0.008813966,0.202367314
1979,Texas,TX,Texas_1979,TX_1979,13925945,6846968,7078977,4275479,3173092,4621100,1856274,8273155,1674167,47527,127249,2871306,0.491669901,0.508330099,0.307015359,0.227854699,0.331833854,0.133296089,0.594082125,0.120219274,0.003412838,0.009137549,0.206183925
1980,Texas,TX,Texas_1980,TX_1980,14229191,6998723,7230468,4306106,3287599,4732776,1902710,8317230,1704741,50812,134428,2985824,0.491856705,0.508143295,0.302624794,0.231046094,0.332610336,0.133718776,0.584518825,0.119805898,0.003570969,0.00944734,0.209837931
1981,Texas,TX,Texas_1981,TX_1981,14504923,7135447,7369476,4359079,3301198,4897766,1946880,8328993,1736430,52319,333409,3121232,0.491932773,0.508067227,0.300524105,0.227591556,0.337662323,0.134222016,0.574218353,0.119713148,0.003606982,0.02298592,0.215184321
1982,Texas,TX,Texas_1982,TX_1982,14780655,7272171,7508484,4412053,3314796,5062757,1991049,8340756,1768119,53825,532390,3256640,0.492006004,0.507993996,0.298501859,0.224265839,0.342525889,0.134706412,0.564302191,0.11962386,0.003641584,0.036019378,0.220331237
1983,Texas,TX,Texas_1983,TX_1983,15056387,7408895,7647492,4465026,3328395,5227747,2035219,8352518,1799808,55332,731371,3392048,0.492076552,0.507923448,0.296553615,0.221061998,0.347211253,0.135173133,0.554749157,0.119537841,0.003674985,0.048575465,0.22528964
1984,Texas,TX,Texas_1984,TX_1984,15332119,7545619,7786500,4517999,3341993,5392738,2079389,8364281,1831497,56838,930352,3527456,0.492144563,0.507855437,0.294675446,0.217973328,0.35172816,0.135623067,0.545539791,0.119454917,0.00370712,0.060679936,0.230069699
1985,Texas,TX,Texas_1985,TX_1985,15607851,7682343,7925508,4570973,3355592,5557728,2123559,8376043,1863187,58345,1129334,3662865,0.49221017,0.50778983,0.2928637,0.214993851,0.356085409,0.136057104,0.536655751,0.119374986,0.003738183,0.07235679,0.234680931
1986,Texas,TX,Texas_1986,TX_1986,15883582,7819067,8064515,4623946,3369190,5722718,2167728,8387806,1894876,59851,1328315,3798273,0.492273531,0.507726469,0.291114813,0.21211777,0.3602914,0.136476017,0.528080253,0.119297776,0.003768105,0.083628177,0.239132017
1987,Texas,TX,Texas_1987,TX_1987,16159314,7955791,8203523,4676919,3382789,5887709,2211898,8399569,1926565,61358,1527296,3933681,0.492334699,0.507665301,0.289425591,0.209339889,0.364353895,0.136880687,0.519797375,0.119223192,0.003797067,0.094514903,0.243431188
1988,Texas,TX,Texas_1988,TX_1988,16435046,8092515,8342531,4729892,3396387,6052699,2256068,8411331,1958254,62864,1726277,4069089,0.492393815,0.507606185,0.287793049,0.206655156,0.368280016,0.137271779,0.511792361,0.119151112,0.003824997,0.105036335,0.247586104
1989,Texas,TX,Texas_1989,TX_1989,16710778,8229239,8481539,4782866,3409986,6217690,2300237,8423094,1989943,64371,1925258,4204497,0.49245098,0.50754902,0.286214442,0.204059081,0.372076632,0.137649905,0.504051577,0.11908141,0.003852065,0.115210555,0.251603905
1990,Texas,TX,Texas_1990,TX_1990,16986510,8365963,8620547,4835839,3423584,6382680,2344407,8434857,2021632,65877,2124239,4339905,0.492506289,0.507493711,0.284687025,0.201547228,0.375749933,0.138015814,0.496562095,0.11901397,0.003878195,0.12505447,0.255491269
1991,Texas,TX,Texas_1991,TX_1991,17373041,8564658,8808383,4940931,3460266,6584458,2387386,8404355,2059925,71126,2213291,4572881,0.49298554,0.50701446,0.284402195,0.199174457,0.379004344,0.137419005,0.483758428,0.118570203,0.004094044,0.127398019,0.263217073
1992,Texas,TX,Texas_1992,TX_1992,17759572,8763352,8996220,5046023,3496948,6786235,2430366,8373854,2098219,76374,2302342,4805857,0.493443874,0.506556126,0.284129764,0.19690497,0.382117035,0.13684823,0.471512151,0.118145809,0.004300441,0.129639498,0.270606578
1993,Texas,TX,Texas_1993,TX_1993,18146103,8962047,9184056,5151115,3533630,6988013,2473345,8343352,2136512,81623,2391394,5038833,0.493882736,0.506117264,0.283868939,0.194732169,0.385097175,0.136301717,0.459787537,0.11773944,0.004498101,0.131785541,0.277681274
1994,Texas,TX,Texas_1994,TX_1994,18532634,9160742,9371892,5256207,3570312,7189791,2516325,8312850,2174806,86871,2480445,5271809,0.494303292,0.505696708,0.283618993,0.192650003,0.387953002,0.135778055,0.448551998,0.117350076,0.004687461,0.133842011,0.28446086
1995,Texas,TX,Texas_1995,TX_1995,18919166,9359437,9559729,5361299,3606994,7391569,2559304,8282348,2213099,92120,2569497,5504786,0.494706638,0.505293362,0.283379246,0.190652907,0.390692116,0.13527573,0.437775534,0.116976562,0.004869136,0.135814496,0.29096346
1996,Texas,TX,Texas_1996,TX_1996,19305696,9558131,9747565,5466391,3643675,7593346,2602283,8251846,2251392,97368,2658548,5737762,0.495093831,0.504906169,0.283149129,0.188735749,0.393321536,0.134793535,0.42743064,0.116618018,0.005043486,0.137707959,0.297205654
1997,Texas,TX,Texas_1997,TX_1997,19692227,9756826,9935401,5571483,3680357,7795124,2645263,8221344,2289686,102617,2747600,5970738,0.495465851,0.504534149,0.28292803,0.186893895,0.395847763,0.134330312,0.417491836,0.116273594,0.005211041,0.139527134,0.303202781
1998,Texas,TX,Texas_1998,TX_1998,20078758,9955521,10123237,5676575,3717039,7996902,2688242,8190842,2327979,107865,2836651,6203714,0.495823546,0.504176454,0.282715445,0.185122954,0.398276726,0.133884875,0.40793569,0.11594238,0.005372095,0.141276218,0.308969011
1999,Texas,TX,Texas_1999,TX_1999,20465289,10154215,10311074,5781667,3753721,8198679,2731222,8160341,2366273,113114,2925703,6436690,0.496167682,0.503832318,0.28251089,0.18341891,0.400613888,0.133456312,0.39874057,0.115623728,0.005527115,0.142959281,0.314517425
2000,Texas,TX,Texas_2000,TX_2000,20851820,10352910,10498910,5886759,3790403,8400457,2774201,8129839,2404566,118362,3014754,6669666,0.496499107,0.503500893,0.282313918,0.181778041,0.40286445,0.13304359,0.389886302,0.11531684,0.005676339,0.144579898,0.319860137
2001,Texas,TX,Texas_2001,TX_2001,21281194,10564847,10716347,5984666,3853964,8834676,2874446,8140918,2462069,123623,3074722,6948792,0.496440519,0.503559481,0.281218526,0.18109717,0.415140053,0.135069771,0.382540472,0.11569224,0.005809026,0.144480709,0.326522657
2002,Texas,TX,Texas_2002,TX_2002,21710568,10776784,10933784,6082572,3917524,9268896,2974691,8151997,2519572,128884,3134691,7227917,0.496384249,0.503615751,0.280166415,0.180443183,0.426930148,0.137015807,0.375485201,0.116052791,0.005936464,0.14438549,0.332921598
2003,Texas,TX,Texas_2003,TX_2003,22139942,10988721,11151221,6180479,3981085,9703115,3074937,8163076,2577076,134145,3194659,7507043,0.496330162,0.503669838,0.279155158,0.179814608,0.438262892,0.138886407,0.368703586,0.116399402,0.006058959,0.144293919,0.339072388
2004,Texas,TX,Texas_2004,TX_2004,22569316,11200658,11368658,6278385,4044645,10137334,3175182,8174156,2634579,139406,3254628,7786168,0.496278133,0.503721867,0.278182334,0.179209906,0.449164432,0.140685788,0.36218005,0.11673278,0.006176793,0.144205877,0.344989099
2005,Texas,TX,Texas_2005,TX_2005,22998691,11412595,11586096,6376292,4108206,10571554,3275427,8185235,2692082,144667,3314596,8065294,0.496228024,0.503771976,0.277245866,0.178627818,0.459658943,0.142417975,0.355900038,0.117053705,0.006290228,0.144121072,0.350684915
2006,Texas,TX,Texas_2006,TX_2006,23428065,11624532,11803533,6474198,4171766,11005773,3375672,8196314,2749585,149928,3374564,8344419,0.496179774,0.503820226,0.276343693,0.178067032,0.469768758,0.144086676,0.349850233,0.117362872,0.006399504,0.144039382,0.356171925
2007,Texas,TX,Texas_2007,TX_2007,23857439,11836469,12020970,6572105,4235327,11439992,3475917,8207393,2807088,155189,3434533,8623545,0.496133261,0.503866739,0.275474036,0.177526473,0.47951467,0.145695311,0.344018191,0.117660911,0.006504847,0.143960674,0.361461471
2008,Texas,TX,Texas_2008,TX_2008,24286813,12048406,12238407,6670011,4298887,11874211,3576163,8218473,2864592,160450,3494501,8902670,0.496088392,0.503911608,0.274635087,0.177004986,0.488915981,0.147247109,0.338392402,0.117948452,0.006606466,0.143884708,0.366563946
2009,Texas,TX,Texas_2009,TX_2009,24716187,12260343,12455844,6767918,4362448,12308431,3676408,8229551,2922095,165711,3554470,9181796,0.496045082,0.503954918,0.273825328,0.176501659,0.497990689,0.14874495,0.332961998,0.118225963,0.006704554,0.143811422,0.371489178
2010,Texas,TX,Texas_2010,TX_2010,25145561,12472280,12673281,6865824,4426008,12742650,3776653,8240631,2979598,170972,3614438,9460921,0.496003251,0.503996749,0.273043182,0.17601548,0.506755447,0.150191638,0.327717127,0.118493996,0.006799292,0.143740599,0.376246169
2011,Texas,TX,Texas_2011,TX_2011,25574935,12684217,12890718,6963731,4489569,13176869,3876898,8251710,3037101,176233,3674406,9740047,0.495962825,0.504037175,0.272287339,0.175545666,0.515225904,0.15158975,0.322648327,0.118753029,0.006890848,0.143672154,0.38084347
2012,Texas,TX,Texas_2012,TX_2012,26004309,12896154,13108155,7061637,4553129,13611089,3977143,8262789,3094604,181494,3734375,10019172,0.495923733,0.504076267,0.271556418,0.175091328,0.523416677,0.152941691,0.317746916,0.119003508,0.006979382,0.143606008,0.385288915
2013,Texas,TX,Texas_2013,TX_2013,26433683,13108091,13325592,7159544,4616690,14045308,4077389,8273868,3152108,186755,3794343,10298298,0.495885912,0.504114088,0.27084928,0.174651788,0.531341319,0.15424975,0.313004737,0.119245888,0.007065039,0.143541973,0.389589979
2014,Texas,TX,Texas_2014,TX_2014,26863057,13320028,13543029,7257450,4680250,14479527,4177634,8284948,3209611,192016,3854312,10577423,0.4958493,0.5041507,0.27016471,0.174226262,0.53901263,0.155515956,0.308414191,0.119480482,0.007147958,0.143480022,0.393753511
2015,Texas,TX,Texas_2015,TX_2015,27292432,13531965,13760467,7355357,4743811,14913747,4277879,8296027,3267114,197277,3914280,10856549,0.495813821,0.504186179,0.269501707,0.173814155,0.546442582,0.156742316,0.303968038,0.11970769,0.007228268,0.143419978,0.39778606
2016,Texas,TX,Texas_2016,TX_2016,27721806,13743902,13977904,7453263,4807371,15347966,4378124,8307106,3324617,202538,3974248,11135674,0.49577946,0.50422054,0.268859215,0.173414784,0.553642356,0.157930692,0.299659625,0.119927865,0.00730609,0.1433618,0.40169367
2017,Texas,TX,Texas_2017,TX_2017,28151180,13955839,14195341,7551170,4870932,15782185,4478369,8318185,3382120,207799,4034217,11414800,0.495746146,0.504253854,0.268236358,0.173027632,0.560622503,0.159082816,0.295482641,0.120141323,0.007381538,0.143305432,0.405482115
2018,Texas,TX,Texas_2018,TX_2018,28580554,14167776,14412778,7649076,4934492,16216404,4578615,8329265,3439624,213060,4094185,11693925,0.495713834,0.504286166,0.267632181,0.172652077,0.56739292,0.160200359,0.291431195,0.120348402,0.007454719,0.143250722,0.409156694
1970,Utah,UT,Utah_1970,UT_1970,1059273,523265,536008,423850,215332,307551,112540,998015,6617,11273,9457,33911,0.493985026,0.506014974,0.400132921,0.203282818,0.290341583,0.106242678,0.942169771,0.006246737,0.010642205,0.008927821,0.032013466
1971,Utah,UT,Utah_1971,UT_1971,1099450,543389,556061,435476,228938,318202,116834,1030583,6924,12156,10534,36550,0.494237119,0.505762881,0.396085315,0.208229569,0.289419255,0.10626586,0.937362318,0.006297694,0.011056437,0.009581154,0.033243895
1972,Utah,UT,Utah_1972,UT_1972,1139626,563512,576114,447101,242544,328853,121128,1063151,7232,13039,11610,39189,0.494470993,0.505529007,0.392322569,0.212827717,0.288562213,0.106287501,0.932894651,0.006345942,0.011441473,0.010187553,0.034387597
1973,Utah,UT,Utah_1973,UT_1973,1179802,583636,596166,458727,256150,339504,125422,1095719,7539,13922,12687,41828,0.494689787,0.505310213,0.388816937,0.217112702,0.28776354,0.106307669,0.928731262,0.006390055,0.011800285,0.010753499,0.035453407
1974,Utah,UT,Utah_1974,UT_1974,1219978,603759,616219,470352,269756,350155,129716,1128287,7847,14805,13764,44467,0.494893351,0.505106649,0.385541379,0.221115463,0.287017471,0.106326508,0.924842087,0.006432083,0.012135465,0.011282171,0.036449018
1975,Utah,UT,Utah_1975,UT_1975,1260155,623883,636272,481978,283362,360806,134010,1160855,8154,15688,14841,47107,0.495084335,0.504915665,0.382475172,0.224862814,0.286318747,0.106344061,0.92120017,0.006470633,0.012449262,0.011777123,0.037381909
1976,Utah,UT,Utah_1976,UT_1976,1300332,644007,656325,493603,296967,371457,138304,1193423,8461,16571,15917,49746,0.495263517,0.504736483,0.379597672,0.22837783,0.2856632,0.106360529,0.917783305,0.0065068,0.012743669,0.01224072,0.038256384
1977,Utah,UT,Utah_1977,UT_1977,1340508,664130,676378,505229,310573,382108,142598,1225991,8769,17454,16994,52385,0.495431583,0.504568417,0.376893685,0.231683063,0.285047161,0.10637609,0.914571938,0.00654155,0.013020437,0.012677284,0.039078469
