,race_id,office,loc_date_id,state,abbrev,year,GOP_win,winner,rival,pred_GOP,pred_DEM,unopposed,inc_GOP_running,inc_DEM_running
400,WA_sen_2010,WA_sen,WA_2010,Washington,WA,2010,0,Patty Murray,Dino Rossi,0,1,0,0,1
401,WA_sen_2012,WA_sen,WA_2012,Washington,WA,2012,0,Maria Cantwell,Michael Baumgartner,0,1,0,0,1
402,WA_sen_2016,WA_sen,WA_2016,Washington,WA,2016,0,Patty Murray,Chris Vance,0,1,0,0,1
421,WI_sen_1976,WI_sen,WI_1976,Wisconsin,WI,1976,0,William Proxmire,Stanley York,0,1,0,0,1
422,WI_sen_1980,WI_sen,WI_1980,Wisconsin,WI,1980,1,Bob Kasten,Gaylord Nelson,0,1,0,0,1
423,WI_sen_1982,WI_sen,WI_1982,Wisconsin,WI,1982,0,E  William Proxmire,Scott McCallum,0,1,0,0,1
873,WI_sen_1986,WI_sen,WI_1986,Wisconsin,WI,1986,1,Bob Kasten,Ed Garvey,1,0,0,1,0
425,WI_sen_1988,WI_sen,WI_1988,Wisconsin,WI,1988,0,Herb Kohl,Susan Engeleiter,0,1,0,0,0
874,WI_sen_1992,WI_sen,WI_1992,Wisconsin,WI,1992,0,Russ Feingold,Bob Kasten,1,0,0,1,0
426,WI_sen_1994,WI_sen,WI_1994,Wisconsin,WI,1994,0,Herb Kohl,Robert Welch,0,1,0,0,1
427,WI_sen_1998,WI_sen,WI_1998,Wisconsin,WI,1998,0,Russ Feingold,Mark Neumann,0,1,0,0,1
428,WI_sen_2000,WI_sen,WI_2000,Wisconsin,WI,2000,0,Herb Kohl,John Gillespie,0,1,0,0,1
429,WI_sen_2004,WI_sen,WI_2004,Wisconsin,WI,2004,0,Russ Feingold,Tim Michels,0,1,0,0,1
430,WI_sen_2006,WI_sen,WI_2006,Wisconsin,WI,2006,0,Herb Kohl,Robert Lorge,0,1,0,0,1
431,WI_sen_2010,WI_sen,WI_2010,Wisconsin,WI,2010,1,Ron Johnson,Russ Feingold,0,1,0,0,1
432,WI_sen_2012,WI_sen,WI_2012,Wisconsin,WI,2012,0,Tammy Baldwin,Tommy Thompson,0,1,0,0,0
875,WI_sen_2016,WI_sen,WI_2016,Wisconsin,WI,2016,1,Ron Johnson,Russ Feingold,1,0,0,1,0
403,WV_sen_1976,WV_sen,WV_1976,West_Virginia,WV,1976,0,Robert Byrd,Unopposed,0,1,1,0,1
404,WV_sen_1978,WV_sen,WV_1978,West_Virginia,WV,1978,0,Jennings Randolph,Arch A,0,1,0,0,1
405,WV_sen_1982,WV_sen,WV_1982,West_Virginia,WV,1982,0,Robert Byrd,Cleve Benedict,0,1,0,0,1
408,WV_sen_1984,WV_sen,WV_1984,West_Virginia,WV,1984,0,Jay Rockefeller,John Raese,0,1,0,0,0
409,WV_sen_1988,WV_sen,WV_1988,West_Virginia,WV,1988,0,Robert Byrd,M  Jay Wolfe,0,1,0,0,1
410,WV_sen_1990,WV_sen,WV_1990,West_Virginia,WV,1990,0,Jay Rockefeller,John Yoder,0,1,0,0,1
411,WV_sen_1994,WV_sen,WV_1994,West_Virginia,WV,1994,0,Robert Byrd,Stanley L  Klos,0,1,0,0,1
412,WV_sen_1996,WV_sen,WV_1996,West_Virginia,WV,1996,0,Jay Rockefeller,Betty Burks,0,1,0,0,1
413,WV_sen_2000,WV_sen,WV_2000,West_Virginia,WV,2000,0,Robert Byrd,David T  Gallaher,0,1,0,0,1
414,WV_sen_2002,WV_sen,WV_2002,West_Virginia,WV,2002,0,Jay Rockefeller,Jay Wolfe,0,1,0,0,1
416,WV_sen_2006,WV_sen,WV_2006,West_Virginia,WV,2006,0,Robert Byrd,John Raese,0,1,0,0,1
420,WV_sen_2010,WV_sen,WV_2010,West_Virginia,WV,2010,0,Joe Manchin,John Raese,0,1,0,0,0
418,WV_sen_2012,WV_sen,WV_2012,West_Virginia,WV,2012,0,Joe Manchin,John Raese,0,1,0,0,1
419,WV_sen_2014,WV_sen,WV_2014,West_Virginia,WV,2014,1,Shelley Moore Capito,Natalie Tennant,0,1,0,0,0
433,WY_sen_1976,WY_sen,WY_1976,Wyoming,WY,1976,1,Malcolm Wallop,Gale W  McGee,0,1,0,0,1
876,WY_sen_1978,WY_sen,WY_1978,Wyoming,WY,1978,1,Alan K  Simpson,Raymond B  Whitaker,1,0,0,0,0
877,WY_sen_1982,WY_sen,WY_1982,Wyoming,WY,1982,1,Malcolm Wallop,Rodger McDaniel,1,0,0,1,0
880,WY_sen_1984,WY_sen,WY_1984,Wyoming,WY,1984,1,Alan K  Simpson,Victor A  Ryan,1,0,0,1,0
881,WY_sen_1988,WY_sen,WY_1988,Wyoming,WY,1988,1,Malcolm Wallop,John Vinich,1,0,0,1,0
882,WY_sen_1990,WY_sen,WY_1990,Wyoming,WY,1990,1,Alan K  Simpson,Kathy Helling,1,0,0,1,0
883,WY_sen_1994,WY_sen,WY_1994,Wyoming,WY,1994,1,Craig Thomas,Mike Sullivan,1,0,0,0,0
884,WY_sen_1996,WY_sen,WY_1996,Wyoming,WY,1996,1,Mike Enzi,Kathy Karpan,1,0,0,0,0
885,WY_sen_2000,WY_sen,WY_2000,Wyoming,WY,2000,1,Craig L  Thomas,Mel Logan,1,0,0,1,0
889,WY_sen_2002,WY_sen,WY_2002,Wyoming,WY,2002,1,Mike Enzi,Chris Rothfuss,1,0,0,1,0
892,WY_sen2_2002,WY_sen,WY_2002,Wyoming,WY,2002,1,John Barrasso,Nick Carter,1,0,0,1,0
888,WY_sen_2006,WY_sen,WY_2006,Wyoming,WY,2006,1,Craig L  Thomas,Dale Groutage,1,0,0,1,0
890,WY_sen_2012,WY_sen,WY_2012,Wyoming,WY,2012,1,John Barrasso,Tim Chesnut,1,0,0,1,0
891,WY_sen_2014,WY_sen,WY_2014,Wyoming,WY,2014,1,Mike Enzi,Charlie Hardy,1,0,0,1,0
